Building ID;Number Apartments [-];Building Volume [m3];Reference Airflow Supply Fan [m3/s]; Reference Airflow Exhaust Fan [m3/s];Reference Power Supply Fan [W];Reference Power Exhaust Fan [W];Power Exponent Supply Fan [-];Power Exponent Exhaust Fan [-];Airflow Exponent Supply Fan [-];Power Exponent Exhaust Fan [-]; Minimum Airflow [m3/s]; Indoor CO2 Generation G [cm3/s] ;List Used Files for Household Load
32;140;7619.16836442;5.23310632389;5.23310632389;527.497117448;979.637503833;1.21209362536;1.04358003557;0.454909006714;0.686527944967;1.04662126478;[1554.4901467494328, 1497.4835332667826, 1438.3670187281468, 1404.2603753638605, 1389.8215810872737, 1394.4117796180403, 1394.6595533033462, 1431.900262012702, 1394.194172739314, 1229.792600496718, 1048.0218367766477, 957.6844309792947, 898.8554099053412, 865.7541752933444, 883.1563609619485, 923.443104036712, 991.9704504919365, 1057.896741064417, 1094.7319755502347, 1131.8995128737274, 1182.1405123812056, 1267.5733871297737, 1402.6760905213162, 1531.1451627307413];['house_000970.csv', 'house_000228.csv', 'house_000193.csv', 'house_000976.csv', 'house_000325.csv', 'house_000877.csv', 'house_000749.csv', 'house_000535.csv', 'house_000809.csv', 'house_000376.csv', 'house_000476.csv', 'house_000839.csv', 'house_000030.csv', 'house_000176.csv', 'house_000493.csv', 'house_000344.csv', 'house_000099.csv', 'house_000811.csv', 'house_000553.csv', 'house_000778.csv', 'house_000011.csv', 'house_000852.csv', 'house_000223.csv', 'house_000910.csv', 'house_000371.csv', 'house_000430.csv', 'house_000481.csv', 'house_000743.csv', 'house_000074.csv', 'house_000652.csv', 'house_000711.csv', 'house_000027.csv', 'house_000884.csv', 'house_000347.csv', 'house_000829.csv', 'house_000656.csv', 'house_000548.csv', 'house_000322.csv', 'house_000887.csv', 'house_000140.csv', 'house_000734.csv', 'house_000935.csv', 'house_000122.csv', 'house_000070.csv', 'house_000960.csv', 'house_000055.csv', 'house_000353.csv', 'house_000655.csv', 'house_000621.csv', 'house_000833.csv', 'house_000991.csv', 'house_000171.csv', 'house_000868.csv', 'house_000766.csv', 'house_000587.csv', 'house_000363.csv', 'house_000756.csv', 'house_000214.csv', 'house_000309.csv', 'house_000792.csv', 'house_000812.csv', 'house_000810.csv', 'house_000412.csv', 'house_000473.csv', 'house_000547.csv', 'house_000915.csv', 'house_000600.csv', 'house_000272.csv', 'house_000765.csv', 'house_000210.csv', 'house_000887.csv', 'house_000860.csv', 'house_000127.csv', 'house_000606.csv', 'house_000235.csv', 'house_000387.csv', 'house_000410.csv', 'house_000788.csv', 'house_000285.csv', 'house_000277.csv', 'house_000736.csv', 'house_000724.csv', 'house_000456.csv', 'house_000071.csv', 'house_000995.csv', 'house_000450.csv', 'house_000812.csv', 'house_000496.csv', 'house_000375.csv', 'house_000506.csv', 'house_000248.csv', 'house_000992.csv', 'house_000032.csv', 'house_000116.csv', 'house_000159.csv', 'house_000779.csv', 'house_000489.csv', 'house_000282.csv', 'house_000496.csv', 'house_000175.csv', 'house_000892.csv', 'house_000330.csv', 'house_000565.csv', 'house_000770.csv', 'house_000451.csv', 'house_000700.csv', 'house_000185.csv', 'house_000583.csv', 'house_000919.csv', 'house_000143.csv', 'house_000429.csv', 'house_000676.csv', 'house_000708.csv', 'house_000250.csv', 'house_000328.csv', 'house_000382.csv', 'house_000546.csv', 'house_000537.csv', 'house_000188.csv', 'house_000681.csv', 'house_000834.csv', 'house_000895.csv', 'house_000425.csv', 'house_000616.csv', 'house_000409.csv', 'house_000536.csv', 'house_000758.csv', 'house_000028.csv', 'house_000302.csv', 'house_000140.csv', 'house_000809.csv', 'house_000239.csv', 'house_000151.csv', 'house_000406.csv', 'house_000998.csv', 'house_000580.csv', 'house_000858.csv', 'house_000679.csv', 'house_000933.csv', 'house_000815.csv']
33;88;9039.59378171;6.20870324974;6.20870324974;625.837287574;1162.26924835;1.37995670729;0.937791037597;0.551865540197;0.59826551562;1.24174064995;[1844.290451685342, 1776.656216017256, 1706.5187349090547, 1666.0536622758668, 1648.9230741702795, 1654.3690136889927, 1654.662979297552, 1698.8463944387038, 1654.1108388208565, 1459.0602297429525, 1243.4023276163362, 1136.2235106322119, 1066.4271197862704, 1027.154892129145, 1047.8013304061421, 1095.5986456465478, 1176.9014001290923, 1255.1181893909013, 1298.8205386080008, 1342.9171411768336, 1402.5244637890273, 1503.8844083909867, 1664.1740225663682, 1816.5933117514214];['house_000778.csv', 'house_000616.csv', 'house_000514.csv', 'house_000201.csv', 'house_000635.csv', 'house_000275.csv', 'house_000120.csv', 'house_000985.csv', 'house_000753.csv', 'house_000538.csv', 'house_000405.csv', 'house_000048.csv', 'house_000165.csv', 'house_000995.csv', 'house_000577.csv', 'house_000728.csv', 'house_000343.csv', 'house_000061.csv', 'house_000487.csv', 'house_000320.csv', 'house_000285.csv', 'house_000773.csv', 'house_000033.csv', 'house_000837.csv', 'house_000376.csv', 'house_000275.csv', 'house_000507.csv', 'house_000750.csv', 'house_000758.csv', 'house_000420.csv', 'house_000905.csv', 'house_000320.csv', 'house_000849.csv', 'house_000191.csv', 'house_000801.csv', 'house_000108.csv', 'house_000396.csv', 'house_000396.csv', 'house_000922.csv', 'house_000805.csv', 'house_000324.csv', 'house_000776.csv', 'house_000923.csv', 'house_000265.csv', 'house_000808.csv', 'house_000614.csv', 'house_000680.csv', 'house_000604.csv', 'house_000729.csv', 'house_000352.csv', 'house_000365.csv', 'house_000547.csv', 'house_000946.csv', 'house_000161.csv', 'house_000392.csv', 'house_000715.csv', 'house_000646.csv', 'house_000894.csv', 'house_000531.csv', 'house_000270.csv', 'house_000099.csv', 'house_000921.csv', 'house_000569.csv', 'house_000968.csv', 'house_000379.csv', 'house_000300.csv', 'house_000941.csv', 'house_000858.csv', 'house_000180.csv', 'house_000244.csv', 'house_000546.csv', 'house_000219.csv', 'house_000050.csv', 'house_000515.csv', 'house_000861.csv', 'house_000476.csv', 'house_000561.csv', 'house_000134.csv', 'house_000584.csv', 'house_000732.csv', 'house_000240.csv', 'house_000667.csv', 'house_000277.csv', 'house_000749.csv', 'house_000394.csv', 'house_000893.csv', 'house_000418.csv', 'house_000095.csv']
34;89;8956.9238304;6.15192268993;6.15192268993;620.113807145;1151.63992755;1.3541331369;0.815915536283;0.465814466536;0.633773167983;1.23038453799;[1827.4238307365188, 1760.4081315983676, 1690.9120799933532, 1650.8170732796345, 1633.8431498338591, 1639.2392845089323, 1639.5305617087938, 1683.3099055092684, 1638.9834707318248, 1445.7166613185277, 1232.0310190853918, 1125.832386365716, 1056.674305644364, 1017.7612349611865, 1038.2188550137857, 1085.5790486512492, 1166.1382636654312, 1243.6397355892868, 1286.942412966116, 1330.635738122771, 1389.6979328700154, 1490.1309086404478, 1648.9546234712554, 1799.9799899292111];['house_000335.csv', 'house_000639.csv', 'house_000675.csv', 'house_000658.csv', 'house_000452.csv', 'house_000345.csv', 'house_000421.csv', 'house_000028.csv', 'house_000592.csv', 'house_000543.csv', 'house_000625.csv', 'house_000808.csv', 'house_000627.csv', 'house_000067.csv', 'house_000443.csv', 'house_000979.csv', 'house_000197.csv', 'house_000792.csv', 'house_000935.csv', 'house_000680.csv', 'house_000276.csv', 'house_000319.csv', 'house_000621.csv', 'house_000767.csv', 'house_000705.csv', 'house_000820.csv', 'house_000888.csv', 'house_000702.csv', 'house_000055.csv', 'house_000072.csv', 'house_000408.csv', 'house_000964.csv', 'house_000890.csv', 'house_000789.csv', 'house_000118.csv', 'house_000145.csv', 'house_000016.csv', 'house_000308.csv', 'house_000766.csv', 'house_000374.csv', 'house_000247.csv', 'house_000366.csv', 'house_000381.csv', 'house_000728.csv', 'house_000251.csv', 'house_000446.csv', 'house_000345.csv', 'house_000349.csv', 'house_000606.csv', 'house_000013.csv', 'house_000405.csv', 'house_000768.csv', 'house_000514.csv', 'house_000340.csv', 'house_000988.csv', 'house_000884.csv', 'house_000508.csv', 'house_000674.csv', 'house_000852.csv', 'house_000725.csv', 'house_000738.csv', 'house_000512.csv', 'house_000472.csv', 'house_000449.csv', 'house_000406.csv', 'house_000171.csv', 'house_000508.csv', 'house_000928.csv', 'house_000471.csv', 'house_000206.csv', 'house_000411.csv', 'house_000659.csv', 'house_000242.csv', 'house_000289.csv', 'house_000220.csv', 'house_000985.csv', 'house_000379.csv', 'house_000840.csv', 'house_000025.csv', 'house_000028.csv', 'house_000504.csv', 'house_000055.csv', 'house_000674.csv', 'house_000814.csv', 'house_000125.csv', 'house_000736.csv', 'house_000376.csv', 'house_000966.csv', 'house_000649.csv']
35;147;9972.80141226;6.84966227825;6.84966227825;690.445957648;1282.25677849;1.28147412298;0.801170144751;0.596462276327;0.40543424371;1.36993245565;[2034.686830551857, 1960.070335908868, 1882.6921718520468, 1838.0496643181423, 1819.1505901586488, 1825.1587443561516, 1825.4830576723236, 1874.2277729281857, 1824.8739166579458, 1609.6871464725523, 1371.7656775626588, 1253.5221941501384, 1176.5203330037484, 1133.1938144787691, 1155.9716996115687, 1208.7033980089213, 1298.3994888182924, 1384.6910330236112, 1432.9050192398026, 1481.5539597778252, 1547.3148784078908, 1659.1387748221518, 1835.975978928943, 2004.1303605468197];['house_000677.csv', 'house_000889.csv', 'house_000042.csv', 'house_000193.csv', 'house_000622.csv', 'house_000040.csv', 'house_000286.csv', 'house_000538.csv', 'house_000660.csv', 'house_000992.csv', 'house_000904.csv', 'house_000426.csv', 'house_000489.csv', 'house_000613.csv', 'house_000047.csv', 'house_000344.csv', 'house_000162.csv', 'house_000362.csv', 'house_000664.csv', 'house_000210.csv', 'house_000823.csv', 'house_000879.csv', 'house_000324.csv', 'house_000200.csv', 'house_000482.csv', 'house_000768.csv', 'house_000231.csv', 'house_000354.csv', 'house_000880.csv', 'house_000608.csv', 'house_000562.csv', 'house_000678.csv', 'house_000071.csv', 'house_000781.csv', 'house_000194.csv', 'house_000556.csv', 'house_000589.csv', 'house_000204.csv', 'house_000042.csv', 'house_000847.csv', 'house_000276.csv', 'house_000941.csv', 'house_000193.csv', 'house_000594.csv', 'house_000729.csv', 'house_000182.csv', 'house_000004.csv', 'house_000920.csv', 'house_000258.csv', 'house_000547.csv', 'house_000284.csv', 'house_000817.csv', 'house_000025.csv', 'house_000186.csv', 'house_000396.csv', 'house_000134.csv', 'house_000156.csv', 'house_000943.csv', 'house_000577.csv', 'house_000448.csv', 'house_000676.csv', 'house_000582.csv', 'house_000774.csv', 'house_000885.csv', 'house_000292.csv', 'house_000230.csv', 'house_000705.csv', 'house_000716.csv', 'house_000566.csv', 'house_000036.csv', 'house_000048.csv', 'house_000777.csv', 'house_000225.csv', 'house_000564.csv', 'house_000248.csv', 'house_000092.csv', 'house_000676.csv', 'house_000013.csv', 'house_000879.csv', 'house_000060.csv', 'house_000713.csv', 'house_000883.csv', 'house_000587.csv', 'house_000828.csv', 'house_000146.csv', 'house_000342.csv', 'house_000684.csv', 'house_000618.csv', 'house_000846.csv', 'house_000071.csv', 'house_000755.csv', 'house_000643.csv', 'house_000459.csv', 'house_000397.csv', 'house_000285.csv', 'house_000148.csv', 'house_000303.csv', 'house_000057.csv', 'house_000300.csv', 'house_000207.csv', 'house_000430.csv', 'house_000220.csv', 'house_000733.csv', 'house_000004.csv', 'house_000019.csv', 'house_000808.csv', 'house_000493.csv', 'house_000122.csv', 'house_000787.csv', 'house_000274.csv', 'house_000918.csv', 'house_000305.csv', 'house_000074.csv', 'house_000570.csv', 'house_000059.csv', 'house_000105.csv', 'house_000458.csv', 'house_000659.csv', 'house_000210.csv', 'house_000323.csv', 'house_000821.csv', 'house_000297.csv', 'house_000196.csv', 'house_000066.csv', 'house_000409.csv', 'house_000640.csv', 'house_000743.csv', 'house_000455.csv', 'house_000966.csv', 'house_000890.csv', 'house_000259.csv', 'house_000106.csv', 'house_000817.csv', 'house_000557.csv', 'house_000444.csv', 'house_000016.csv', 'house_000500.csv', 'house_000311.csv', 'house_000293.csv', 'house_000617.csv', 'house_000409.csv', 'house_000554.csv', 'house_000109.csv', 'house_000798.csv', 'house_000908.csv', 'house_000791.csv', 'house_000570.csv']
36;87;10071.7722902;6.91763887394;6.91763887394;697.297998493;1294.9819972;1.27808559209;1.049693849;0.595888744162;0.663819289457;1.38352777479;[2054.8792252147796, 1979.522230517644, 1901.3761593787765, 1856.290616033497, 1837.2039859521474, 1843.2717655519136, 1843.599297379346, 1892.8277590837515, 1842.9841112008753, 1625.6618103163203, 1385.379189740788, 1265.962248552096, 1188.196214783807, 1144.439720427515, 1167.4436551121582, 1220.6986670972815, 1311.2849090779032, 1398.432817461976, 1447.12528312932, 1496.2570196399347, 1562.6705548802993, 1675.604200576483, 1854.1963512248228, 2024.019510360175];['house_000905.csv', 'house_000614.csv', 'house_000629.csv', 'house_000182.csv', 'house_000450.csv', 'house_000761.csv', 'house_000016.csv', 'house_000788.csv', 'house_000119.csv', 'house_000735.csv', 'house_000870.csv', 'house_000726.csv', 'house_000563.csv', 'house_000244.csv', 'house_000882.csv', 'house_000484.csv', 'house_000009.csv', 'house_000737.csv', 'house_000407.csv', 'house_000421.csv', 'house_000304.csv', 'house_000256.csv', 'house_000298.csv', 'house_000008.csv', 'house_000587.csv', 'house_000546.csv', 'house_000479.csv', 'house_000837.csv', 'house_000945.csv', 'house_000833.csv', 'house_000177.csv', 'house_000750.csv', 'house_000370.csv', 'house_000972.csv', 'house_000350.csv', 'house_000587.csv', 'house_000669.csv', 'house_000567.csv', 'house_000944.csv', 'house_000046.csv', 'house_000027.csv', 'house_000125.csv', 'house_000557.csv', 'house_000751.csv', 'house_000224.csv', 'house_000390.csv', 'house_000225.csv', 'house_000559.csv', 'house_000024.csv', 'house_000151.csv', 'house_000438.csv', 'house_000450.csv', 'house_000864.csv', 'house_000862.csv', 'house_000161.csv', 'house_000724.csv', 'house_000726.csv', 'house_000546.csv', 'house_000675.csv', 'house_000550.csv', 'house_000480.csv', 'house_000251.csv', 'house_000994.csv', 'house_000992.csv', 'house_000391.csv', 'house_000483.csv', 'house_000017.csv', 'house_000635.csv', 'house_000640.csv', 'house_000496.csv', 'house_000827.csv', 'house_000659.csv', 'house_000309.csv', 'house_000561.csv', 'house_000672.csv', 'house_000905.csv', 'house_000571.csv', 'house_000639.csv', 'house_000238.csv', 'house_000719.csv', 'house_000807.csv', 'house_000315.csv', 'house_000019.csv', 'house_000495.csv', 'house_000455.csv', 'house_000153.csv', 'house_000083.csv']
37;73;10690.2151662;7.34240666623;7.34240666623;740.114591956;1374.49852792;1.31428213819;1.05313147096;0.498955738617;0.576773463063;1.46848133325;[2181.056166194714, 2101.0719822420483, 2018.1274625691203, 1970.27350545435, 1950.0148879550889, 1956.45525094518, 1956.8028943993936, 2009.0541598923578, 1956.1499335871736, 1725.483265405573, 1470.4464317050847, 1343.6968628098693, 1261.1557161626226, 1214.7124164028135, 1239.1288750321216, 1295.6539354082545, 1391.802496948941, 1484.3015989008752, 1535.9839562812147, 1588.1325573072093, 1658.6241213745072, 1778.4922972235115, 1968.0506452888696, 2148.301554368994];['house_000494.csv', 'house_000572.csv', 'house_000851.csv', 'house_000251.csv', 'house_000383.csv', 'house_000536.csv', 'house_000255.csv', 'house_000100.csv', 'house_000947.csv', 'house_000368.csv', 'house_000792.csv', 'house_000705.csv', 'house_000763.csv', 'house_000670.csv', 'house_000518.csv', 'house_000596.csv', 'house_000339.csv', 'house_000422.csv', 'house_000175.csv', 'house_000242.csv', 'house_000639.csv', 'house_000941.csv', 'house_000866.csv', 'house_000814.csv', 'house_000564.csv', 'house_000972.csv', 'house_000519.csv', 'house_000659.csv', 'house_000189.csv', 'house_000166.csv', 'house_000743.csv', 'house_000920.csv', 'house_000926.csv', 'house_000110.csv', 'house_000994.csv', 'house_000375.csv', 'house_000099.csv', 'house_000826.csv', 'house_000480.csv', 'house_000127.csv', 'house_000711.csv', 'house_000126.csv', 'house_000909.csv', 'house_000931.csv', 'house_000038.csv', 'house_000132.csv', 'house_000537.csv', 'house_000566.csv', 'house_000637.csv', 'house_000304.csv', 'house_000267.csv', 'house_000618.csv', 'house_000990.csv', 'house_000803.csv', 'house_000330.csv', 'house_000222.csv', 'house_000799.csv', 'house_000595.csv', 'house_000709.csv', 'house_000892.csv', 'house_000637.csv', 'house_000039.csv', 'house_000239.csv', 'house_000663.csv', 'house_000113.csv', 'house_000900.csv', 'house_000267.csv', 'house_000035.csv', 'house_000855.csv', 'house_000881.csv', 'house_000207.csv', 'house_000411.csv', 'house_000958.csv']
38;79;11172.4904914;7.67364991133;7.67364991133;773.503911062;1436.5072634;1.31583235796;0.844570267106;0.510838930991;0.600841502794;1.53472998227;[2279.451713469238, 2195.8591458007786, 2109.172690668719, 2059.1598637492457, 2037.9873047445976, 2044.7182164380552, 2045.0815433801422, 2099.6900575967543, 2044.399125079636, 1803.3262264645853, 1536.7837336178204, 1404.3160207373385, 1318.051136286864, 1269.5126067168687, 1295.0305825132143, 1354.10569837927, 1454.5918787667745, 1551.2639588840725, 1605.2778994293462, 1659.7791176034382, 1733.450818034093, 1858.7266926605382, 2056.8367221027625, 2245.2194194057515];['house_000662.csv', 'house_000241.csv', 'house_000449.csv', 'house_000035.csv', 'house_000676.csv', 'house_000675.csv', 'house_000631.csv', 'house_000105.csv', 'house_000041.csv', 'house_000709.csv', 'house_000629.csv', 'house_000873.csv', 'house_000888.csv', 'house_000351.csv', 'house_000938.csv', 'house_000101.csv', 'house_000903.csv', 'house_000309.csv', 'house_000064.csv', 'house_000471.csv', 'house_000890.csv', 'house_000151.csv', 'house_000803.csv', 'house_000656.csv', 'house_000682.csv', 'house_000111.csv', 'house_000101.csv', 'house_000930.csv', 'house_000389.csv', 'house_000034.csv', 'house_000348.csv', 'house_000121.csv', 'house_000905.csv', 'house_000654.csv', 'house_000336.csv', 'house_000948.csv', 'house_000512.csv', 'house_000328.csv', 'house_000444.csv', 'house_000576.csv', 'house_000023.csv', 'house_000365.csv', 'house_000267.csv', 'house_000442.csv', 'house_000436.csv', 'house_000456.csv', 'house_000093.csv', 'house_000303.csv', 'house_000633.csv', 'house_000260.csv', 'house_000219.csv', 'house_000731.csv', 'house_000513.csv', 'house_000356.csv', 'house_000271.csv', 'house_000803.csv', 'house_000603.csv', 'house_000461.csv', 'house_000457.csv', 'house_000591.csv', 'house_000884.csv', 'house_000246.csv', 'house_000061.csv', 'house_000030.csv', 'house_000425.csv', 'house_000839.csv', 'house_000009.csv', 'house_000301.csv', 'house_000828.csv', 'house_000212.csv', 'house_000989.csv', 'house_000717.csv', 'house_000878.csv', 'house_000814.csv', 'house_000077.csv', 'house_000148.csv', 'house_000273.csv', 'house_000478.csv', 'house_000972.csv']
39;92;10899.623212;7.48623529899;7.48623529899;754.612518138;1401.42324797;1.00609452036;1.10329889305;0.427040871571;0.431737530738;1.4972470598;[2223.7803492348644, 2142.2293743996547, 2057.660074541966, 2008.8687178064722, 1988.2132591365917, 1994.7797808435002, 1995.1342342014664, 2048.409037128084, 1994.4684826974287, 1759.283340803229, 1499.2506520973145, 1370.0182164764853, 1285.8601912213605, 1238.5071248674208, 1263.401871614128, 1321.0341877607889, 1419.06618027679, 1513.3772248206196, 1566.0719754308484, 1619.2421028210215, 1691.1145091301094, 1813.330753756543, 2006.6023145694955, 2190.384115220436];['house_000394.csv', 'house_000476.csv', 'house_000159.csv', 'house_000426.csv', 'house_000534.csv', 'house_000439.csv', 'house_000650.csv', 'house_000282.csv', 'house_000739.csv', 'house_000013.csv', 'house_000262.csv', 'house_000349.csv', 'house_000094.csv', 'house_000349.csv', 'house_000414.csv', 'house_000048.csv', 'house_000543.csv', 'house_000223.csv', 'house_000385.csv', 'house_000990.csv', 'house_000578.csv', 'house_000480.csv', 'house_000195.csv', 'house_000458.csv', 'house_000045.csv', 'house_000434.csv', 'house_000338.csv', 'house_001000.csv', 'house_000254.csv', 'house_000259.csv', 'house_000875.csv', 'house_000910.csv', 'house_000672.csv', 'house_000763.csv', 'house_000983.csv', 'house_000197.csv', 'house_000110.csv', 'house_000763.csv', 'house_000001.csv', 'house_000183.csv', 'house_000845.csv', 'house_000906.csv', 'house_000248.csv', 'house_000136.csv', 'house_000170.csv', 'house_000289.csv', 'house_000171.csv', 'house_000725.csv', 'house_000348.csv', 'house_000107.csv', 'house_000230.csv', 'house_000457.csv', 'house_000574.csv', 'house_000624.csv', 'house_000078.csv', 'house_000247.csv', 'house_000229.csv', 'house_000063.csv', 'house_000078.csv', 'house_000169.csv', 'house_000659.csv', 'house_000260.csv', 'house_000065.csv', 'house_000466.csv', 'house_000400.csv', 'house_000832.csv', 'house_000408.csv', 'house_000232.csv', 'house_000155.csv', 'house_000660.csv', 'house_000842.csv', 'house_000256.csv', 'house_000268.csv', 'house_000695.csv', 'house_000342.csv', 'house_000975.csv', 'house_000403.csv', 'house_000476.csv', 'house_000907.csv', 'house_000678.csv', 'house_000039.csv', 'house_000439.csv', 'house_000713.csv', 'house_000536.csv', 'house_000816.csv', 'house_000452.csv', 'house_000902.csv', 'house_000845.csv', 'house_000374.csv', 'house_000729.csv', 'house_000729.csv', 'house_000416.csv']
40;134;12736.7745032;8.74805385717;8.74805385717;881.803828803;1637.63568206;1.10197720485;1.04835510135;0.57320635612;0.407662074759;1.74961077143;[2598.6025665326897, 2503.30602675396, 2404.4824177875093, 2347.4671892461247, 2323.330215497378, 2331.003536365887, 2331.417733481193, 2393.6721012132693, 2330.6397683518308, 2055.8137435841863, 1751.9520728548443, 1600.93727546305, 1502.5942621804943, 1447.2597504770883, 1476.3505520085585, 1543.6968997292163, 1658.252362656139, 1768.4597050711836, 1830.036251615295, 1892.1683005591185, 1976.1549315058019, 2118.970946166383, 2344.8187796266975, 2559.577336611812];['house_000723.csv', 'house_000012.csv', 'house_000289.csv', 'house_000107.csv', 'house_000108.csv', 'house_000709.csv', 'house_000570.csv', 'house_000326.csv', 'house_000351.csv', 'house_000232.csv', 'house_000235.csv', 'house_000985.csv', 'house_000267.csv', 'house_000555.csv', 'house_000161.csv', 'house_000748.csv', 'house_000784.csv', 'house_000289.csv', 'house_000614.csv', 'house_000824.csv', 'house_000992.csv', 'house_000346.csv', 'house_000373.csv', 'house_000471.csv', 'house_000840.csv', 'house_000222.csv', 'house_000565.csv', 'house_000868.csv', 'house_000397.csv', 'house_000257.csv', 'house_000935.csv', 'house_000002.csv', 'house_000317.csv', 'house_000544.csv', 'house_000707.csv', 'house_000202.csv', 'house_000958.csv', 'house_000509.csv', 'house_000233.csv', 'house_000814.csv', 'house_000251.csv', 'house_000786.csv', 'house_000408.csv', 'house_000578.csv', 'house_000310.csv', 'house_000204.csv', 'house_000331.csv', 'house_000940.csv', 'house_000246.csv', 'house_000946.csv', 'house_000192.csv', 'house_000581.csv', 'house_000336.csv', 'house_000114.csv', 'house_000626.csv', 'house_000727.csv', 'house_000331.csv', 'house_000555.csv', 'house_000994.csv', 'house_000065.csv', 'house_000818.csv', 'house_000451.csv', 'house_000950.csv', 'house_000253.csv', 'house_000875.csv', 'house_000958.csv', 'house_000396.csv', 'house_000850.csv', 'house_000530.csv', 'house_000289.csv', 'house_000887.csv', 'house_000110.csv', 'house_000255.csv', 'house_000914.csv', 'house_000075.csv', 'house_000598.csv', 'house_000227.csv', 'house_000965.csv', 'house_000339.csv', 'house_000348.csv', 'house_000553.csv', 'house_000833.csv', 'house_000901.csv', 'house_000520.csv', 'house_000475.csv', 'house_000482.csv', 'house_000743.csv', 'house_000519.csv', 'house_000662.csv', 'house_000940.csv', 'house_000664.csv', 'house_000901.csv', 'house_000805.csv', 'house_000668.csv', 'house_000988.csv', 'house_000650.csv', 'house_000815.csv', 'house_000451.csv', 'house_000370.csv', 'house_000459.csv', 'house_000230.csv', 'house_000736.csv', 'house_000674.csv', 'house_000670.csv', 'house_000153.csv', 'house_000166.csv', 'house_000441.csv', 'house_000824.csv', 'house_000972.csv', 'house_000677.csv', 'house_000134.csv', 'house_000194.csv', 'house_000354.csv', 'house_000567.csv', 'house_000989.csv', 'house_000099.csv', 'house_000467.csv', 'house_000758.csv', 'house_000080.csv', 'house_000443.csv', 'house_000313.csv', 'house_000009.csv', 'house_000399.csv', 'house_000689.csv', 'house_000457.csv', 'house_000472.csv', 'house_000064.csv', 'house_000236.csv', 'house_000231.csv', 'house_000386.csv', 'house_000544.csv', 'house_000163.csv', 'house_000992.csv', 'house_000077.csv']
41;71;13272.9177196;9.11629541872;9.11629541872;918.922578207;1706.57050238;1.2270016971;1.12356770201;0.555811539797;0.673696900458;1.82325908374;[2707.988434814752, 2608.680471787917, 2505.696970726853, 2446.2817367519247, 2421.128738519399, 2429.12506101833, 2429.556693393526, 2494.4316034726417, 2428.7459805126355, 2142.3513981929887, 1825.6989401695675, 1668.3273089360432, 1565.844633807567, 1508.1808649539546, 1538.496217952249, 1608.6774503974605, 1728.0550238464377, 1842.9014465103767, 1907.0700031203157, 1971.8174455103685, 2059.3394191325756, 2208.167147153801, 2443.5218446805375, 2667.3204724827];['house_000313.csv', 'house_000887.csv', 'house_000527.csv', 'house_000777.csv', 'house_000137.csv', 'house_000251.csv', 'house_000640.csv', 'house_000732.csv', 'house_000493.csv', 'house_000092.csv', 'house_000461.csv', 'house_000343.csv', 'house_000850.csv', 'house_000752.csv', 'house_000238.csv', 'house_000700.csv', 'house_000645.csv', 'house_000800.csv', 'house_000513.csv', 'house_000270.csv', 'house_000371.csv', 'house_000735.csv', 'house_000933.csv', 'house_000031.csv', 'house_000056.csv', 'house_000888.csv', 'house_000861.csv', 'house_000573.csv', 'house_000779.csv', 'house_000967.csv', 'house_000792.csv', 'house_000703.csv', 'house_000963.csv', 'house_000664.csv', 'house_000520.csv', 'house_000046.csv', 'house_000281.csv', 'house_000463.csv', 'house_000251.csv', 'house_000247.csv', 'house_000876.csv', 'house_000795.csv', 'house_000659.csv', 'house_000289.csv', 'house_000445.csv', 'house_000537.csv', 'house_000273.csv', 'house_000147.csv', 'house_000378.csv', 'house_000805.csv', 'house_000240.csv', 'house_000850.csv', 'house_000183.csv', 'house_000239.csv', 'house_000508.csv', 'house_000037.csv', 'house_000808.csv', 'house_000815.csv', 'house_000621.csv', 'house_000971.csv', 'house_000750.csv', 'house_000461.csv', 'house_000407.csv', 'house_000430.csv', 'house_000541.csv', 'house_000495.csv', 'house_000249.csv', 'house_000269.csv', 'house_000388.csv', 'house_000757.csv', 'house_000877.csv']
